title_name,title_nutrient
본 오미자,1회 (35g)당 - 칼로리: 87kcal | 지방: 0.00g | 탄수화물: 21.79g | 단백질: 0.00g
스파클링 오렌지,1캔 (345ml)당 - 칼로리: 164kcal | 지방: 0.00g | 탄수화물: 41.00g | 단백질: 0.00g
코카콜라(M),1잔 (310ml)당 - 칼로리: 143kcal | 지방: 0.00g | 탄수화물: 35.54g | 단백질: 0.00g
코카콜라(L),1잔 (430ml)당 - 칼로리: 198kcal | 지방: 0.00g | 탄수화물: 45.00g | 단백질: 0.00g
제주감귤,1인분 (175ml)당 - 칼로리: 45kcal | 지방: 0.00g | 탄수화물: 11.00g | 단백질: 0.00g
레몬녹차,100ml당 - 칼로리: 35kcal | 지방: 0.00g | 탄수화물: 8.00g | 단백질: 0.00g
뷰핏 스파클링타임 플레인,1병 (350ml)당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g
코코넛우유,1컵 (200ml)당 - 칼로리: 140kcal | 지방: 4.40g | 탄수화물: 21.00g | 단백질: 4.00g
Butter Coffee,1컵 (250ml)당 - 칼로리: 185kcal | 지방: 19.00g | 탄수화물: 1.80g | 단백질: 2.00g
써니텐 파인애플향,1컵 (200ml)당 - 칼로리: 108kcal | 지방: 0.00g | 탄수화물: 27.00g | 단백질: 0.00g
레몬녹차,1병당 - 칼로리: 116kcal | 지방: 0.00g | 탄수화물: 17.00g | 단백질: 0.00g
환타 레몬,1캔 (335ml)당 - 칼로리: 172kcal | 지방: 0.00g | 탄수화물: 43.00g | 단백질: 0.00g
망고코코,1캔 (240ml)당 - 칼로리: 125kcal | 지방: 0.00g | 탄수화물: 31.00g | 단백질: 0.00g
석류드링크,1캔 (240ml)당 - 칼로리: 120kcal | 지방: 0.00g | 탄수화물: 30.00g | 단백질: 0.00g
쿨피스 복숭아,1인분 (450ml)당 - 칼로리: 170kcal | 지방: 0.00g | 탄수화물: 41.00g | 단백질: 1.00g
카프리썬 오렌지,100ml당 - 칼로리: 30kcal | 지방: 0.00g | 탄수화물: 7.50g | 단백질: 0.00g
따뜻한 허니 레몬&배,1인분 (280ml)당 - 칼로리: 150kcal | 지방: 0.00g | 탄수화물: 38.00g | 단백질: 0.00g
오르조 가바,1인분 (370ml)당 - 칼로리: 30kcal | 지방: 0.00g | 탄수화물: 8.00g | 단백질: 0.00g
리모나타,100ml당 - 칼로리: 43kcal | 지방: 0.00g | 탄수화물: 10.00g | 단백질: 0.00g
게토레이 화이트 스플래시,1컵 (200ml)당 - 칼로리: 50kcal | 지방: 0.00g | 탄수화물: 12.00g | 단백질: 0.00g
웰치 그레이프맛,1캔 (355ml)당 - 칼로리: 192kcal | 지방: 0.00g | 탄수화물: 48.00g | 단백질: 0.00g
오라떼 애플,1인분 (240ml)당 - 칼로리: 80kcal | 지방: 0.00g | 탄수화물: 19.00g | 단백질: 0.00g
알로에 화이바,1컵 (250ml)당 - 칼로리: 85kcal | 지방: 0.00g | 탄수화물: 21.00g | 단백질: 0.00g
과일야채샐러드 주스,1회 (190ml)당 - 칼로리: 84kcal | 지방: 0.00g | 탄수화물: 21.00g | 단백질: 0.00g
망고 퓨레,1병 (300ml)당 - 칼로리: 180kcal | 지방: 0.00g | 탄수화물: 45.00g | 단백질: 0.00g
미에로 화이바 (210ml),1회 (210ml)당 - 칼로리: 85kcal | 지방: 0.60g | 탄수화물: 20.00g | 단백질: 0.00g
정성껏 빚은 식혜,1인분 (238ml)당 - 칼로리: 85kcal | 지방: 0.00g | 탄수화물: 21.00g | 단백질: 1.00g
유기농사과&당근,1인분 (125ml)당 - 칼로리: 50kcal | 지방: 0.00g | 탄수화물: 12.00g | 단백질: 0.00g
벌꿀배,1병 (280ml)당 - 칼로리: 140kcal | 지방: 0.00g | 탄수화물: 35.00g | 단백질: 0.00g
제주감귤,1인분 (175ml)당 - 칼로리: 85kcal | 지방: 0.00g | 탄수화물: 21.00g | 단백질: 0.00g
오렌지주스,1회 (180ml)당 - 칼로리: 85kcal | 지방: 0.00g | 탄수화물: 21.00g | 단백질: 0.00g
코코팜,1인분 (240ml)당 - 칼로리: 75kcal | 지방: 0.00g | 탄수화물: 19.00g | 단백질: 0.00g
핫식스 자몽,1캔 (250ml)당 - 칼로리: 115kcal | 지방: 0.00g | 탄수화물: 29.00g | 단백질: 0.00g
트위스터 백포도 복숭아,1캔 (175ml)당 - 칼로리: 65kcal | 지방: 0.00g | 탄수화물: 16.00g | 단백질: 0.00g
순수함이 가득한 자몽,1회 (200ml)당 - 칼로리: 90kcal | 지방: 0.00g | 탄수화물: 23.00g | 단백질: 0.00g
자몽소다,1회 (350ml)당 - 칼로리: 180kcal | 지방: 0.00g | 탄수화물: 45.00g | 단백질: 0.00g
밀키스 (340ml),1캔 (340ml)당 - 칼로리: 170kcal | 지방: 0.00g | 탄수화물: 42.00g | 단백질: 1.00g
홈스타일 자몽 (200ml),1잔 (200ml)당 - 칼로리: 83kcal | 지방: 0.00g | 탄수화물: 20.00g | 단백질: 0.70g
I'm Fruit 청송사과,1병 (215ml)당 - 칼로리: 105kcal | 지방: 0.00g | 탄수화물: 26.00g | 단백질: 0.00g
잔치집 식혜 (340ml),1인분 (340ml)당 - 칼로리: 180kcal | 지방: 0.00g | 탄수화물: 44.00g | 단백질: 1.00g
심플하게 티 밀크티,1병 (275g)당 - 칼로리: 185kcal | 지방: 7.00g | 탄수화물: 25.00g | 단백질: 6.00g
레쓰비 그란데라떼,100ml당 - 칼로리: 34kcal | 지방: 0.38g | 탄수화물: 6.80g | 단백질: 0.80g
제주사랑 감귤사랑 (250ml),1컵 (250ml)당 - 칼로리: 90kcal | 지방: 0.00g | 탄수화물: 21.00g | 단백질: 1.00g
스프라이트 (210ml),1캔 (210ml)당 - 칼로리: 100kcal | 지방: 0.00g | 탄수화물: 25.00g | 단백질: 0.00g
골드 100 오렌지,1회 (200ml)당 - 칼로리: 105kcal | 지방: 0.00g | 탄수화물: 25.00g | 단백질: 1.00g
딸기바나나,1인분 (220ml)당 - 칼로리: 124kcal | 지방: 0.00g | 탄수화물: 30.00g | 단백질: 0.00g
녹차두유,1회 (175ml)당 - 칼로리: 130kcal | 지방: 4.50g | 탄수화물: 19.00g | 단백질: 4.00g
갈배사이다,1인분 (355ml)당 - 칼로리: 188kcal | 지방: 0.00g | 탄수화물: 47.00g | 단백질: 0.00g
자연은 포도100,1인분 (180ml)당 - 칼로리: 90kcal | 지방: 0.00g | 탄수화물: 23.00g | 단백질: 0.00g
커피 코카콜라 ,1캔 (250ml)당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g
허니&유자 비타민C,1인분 (140ml)당 - 칼로리: 75kcal | 지방: 0.00g | 탄수화물: 19.00g | 단백질: 0.00g
밀키스,1캔 (250ml)당 - 칼로리: 130kcal | 지방: 0.00g | 탄수화물: 31.00g | 단백질: 1.00g
블랙슈가 밀크티,1인분 (300ml)당 - 칼로리: 260kcal | 지방: 7.00g | 탄수화물: 44.00g | 단백질: 5.00g
헬로 팬돌이 블루,1인분 (280ml)당 - 칼로리: 64kcal | 지방: 0.00g | 탄수화물: 16.00g | 단백질: 0.00g
콜라 제로,1캔 (250ml)당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g
이온더핏,1병 (500ml)당 - 칼로리: 40kcal | 지방: 0.00g | 탄수화물: 10.00g | 단백질: 0.00g
유기농 콤부차 오리지널,100ml당 - 칼로리: 22kcal | 지방: 0.00g | 탄수화물: 6.00g | 단백질: 0.00g
자몽에 꿀 한스푼,1캔 (240ml)당 - 칼로리: 30kcal | 지방: 0.90g | 탄수화물: 15.00g | 단백질: 0.00g
제로수,100ml당 - 칼로리: 85kcal | 지방: 0.00g | 탄수화물: 20.00g | 단백질: 0.00g
캐모마일 프레쉬,1인분 (500ml)당 - 칼로리: 120kcal | 지방: 0.40g | 탄수화물: 29.00g | 단백질: 1.00g
오렌지 스파클링 에이드,1회 (250ml)당 - 칼로리: 105kcal | 지방: 0.00g | 탄수화물: 26.00g | 단백질: 0.00g
내사랑 알로에,100ml당 - 칼로리: 50kcal | 지방: 0.00g | 탄수화물: 12.00g | 단백질: 0.00g
제로사이다,100ml당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 1.00g | 단백질: 0.00g
펄프에이드 자몽,1잔 (360ml)당 - 칼로리: 155kcal | 지방: 0.00g | 탄수화물: 39.00g | 단백질: 0.00g
칠성사이다 로어슈거,1회 (250g)당 - 칼로리: 65kcal | 지방: 0.00g | 탄수화물: 16.00g | 단백질: 0.00g
태양의 식후비법 더블유 W차,1회 (500ml)당 - 칼로리: 35kcal | 지방: 0.00g | 탄수화물: 15.00g | 단백질: 0.00g
밀크소다 암바사,1인분 (345g)당 - 칼로리: 181kcal | 지방: 0.00g | 탄수화물: 44.00g | 단백질: 1.20g
Mango Nectar,1회 (474ml)당 - 칼로리: 288kcal | 지방: 0.00g | 탄수화물: 72.00g | 단백질: 0.00g
토레타,1병 (500ml)당 - 칼로리: 83kcal | 지방: 0.00g | 탄수화물: 20.00g | 단백질: 0.80g
칠성사이다 (355ml),1캔 (355ml)당 - 칼로리: 150kcal | 지방: 0.00g | 탄수화물: 38.00g | 단백질: 0.00g
토레타,100ml당 - 칼로리: 16kcal | 지방: 0.00g | 탄수화물: 4.00g | 단백질: 0.00g
콜라 (355ml),1잔 (355ml)당 - 칼로리: 152kcal | 지방: 0.00g | 탄수화물: 38.00g | 단백질: 0.00g
복숭아워터,1병 (500ml)당 - 칼로리: 76kcal | 지방: 0.00g | 탄수화물: 19.00g | 단백질: 0.00g
토마토주스,1병 (180ml)당 - 칼로리: 92kcal | 지방: 0.00g | 탄수화물: 22.00g | 단백질: 1.00g
폼펠모(자몽),1캔 (330ml)당 - 칼로리: 137kcal | 지방: 1.00g | 탄수화물: 31.00g | 단백질: 1.00g
자연은 210일 제주감귤 (180ml),1병 (180ml)당 - 칼로리: 90kcal | 지방: 0.00g | 탄수화물: 22.00g | 단백질: 0.00g
칠성사이다,100ml당 - 칼로리: 45kcal | 지방: 0.00g | 탄수화물: 11.00g | 단백질: 0.00g
카프리썬 오렌지망고,1봉지 (200ml)당 - 칼로리: 60kcal | 지방: 0.00g | 탄수화물: 15.00g | 단백질: 0.00g
칠성사이다 복숭아 (500ml),1병 (500ml)당 - 칼로리: 215kcal | 지방: 0.00g | 탄수화물: 54.00g | 단백질: 0.00g
목까지 시원한 배,1컵 (250ml)당 - 칼로리: 125kcal | 지방: 0.00g | 탄수화물: 31.00g | 단백질: 0.00g
비타500 스파클링,1인분 (250ml)당 - 칼로리: 110kcal | 지방: 0.00g | 탄수화물: 28.00g | 단백질: 0.00g
칠성사이다 복숭아,1인분 (500ml)당 - 칼로리: 215kcal | 지방: 0.00g | 탄수화물: 54.00g | 단백질: 0.00g
초정탄산수,100ml당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g
알찬콩두유 제주검은콩,1병 (200ml)당 - 칼로리: 140kcal | 지방: 6.00g | 탄수화물: 14.00g | 단백질: 7.00g
홈스타일 오렌지,1병 (300ml)당 - 칼로리: 144kcal | 지방: 0.00g | 탄수화물: 34.00g | 단백질: 2.00g
스파클링 유자,1캔 (345ml)당 - 칼로리: 124kcal | 지방: 0.00g | 탄수화물: 31.00g | 단백질: 0.00g
깔라만시레몬워터,410ml당 - 칼로리: 84kcal | 지방: 0.00g | 탄수화물: 10.00g | 단백질: 0.00g
아임소다다,100ml당 - 칼로리: 44kcal | 지방: 0.00g | 탄수화물: 11.00g | 단백질: 0.00g
스파클링 청포도,1캔 (345ml)당 - 칼로리: 128kcal | 지방: 0.00g | 탄수화물: 32.00g | 단백질: 0.00g
밀키스 무스카토,1회 (250ml)당 - 칼로리: 65kcal | 지방: 0.00g | 탄수화물: 16.00g | 단백질: 1.00g
오란씨 깔라만시,1캔 (250ml)당 - 칼로리: 55kcal | 지방: 0.00g | 탄수화물: 12.00g | 단백질: 0.00g
눈꽃소다,1회 (350ml)당 - 칼로리: 160kcal | 지방: 0.00g | 탄수화물: 39.00g | 단백질: 1.00g
교촌허니스파클링,1인분 (250ml)당 - 칼로리: 75kcal | 지방: 0.00g | 탄수화물: 19.00g | 단백질: 0.00g
제주사랑감귤사랑,1병 (180ml)당 - 칼로리: 60kcal | 지방: 0.00g | 탄수화물: 15.00g | 단백질: 0.00g
학교로 간 자두,1 인분 (100ml)당 - 칼로리: 40kcal | 지방: 0.00g | 탄수화물: 11.00g | 단백질: 0.00g
그레이프맛,1캔 (355ml)당 - 칼로리: 192kcal | 지방: 0.00g | 탄수화물: 48.00g | 단백질: 0.00g
레쓰비 솔트커피,1캔 (240ml)당 - 칼로리: 115kcal | 지방: 0.70g | 탄수화물: 25.00g | 단백질: 1.70g
2% 아쿠아,1회 (500ml)당 - 칼로리: 128kcal | 지방: 0.00g | 탄수화물: 32.00g | 단백질: 0.00g
레쓰비 연유커피,1캔 (240ml)당 - 칼로리: 115kcal | 지방: 1.00g | 탄수화물: 25.00g | 단백질: 1.00g
그린티 위드 진생 앤 허니,1인분 (240ml)당 - 칼로리: 70kcal | 지방: 0.00g | 탄수화물: 18.00g | 단백질: 0.00g
자몽 드링크,1캔 (180ml)당 - 칼로리: 80kcal | 지방: 0.00g | 탄수화물: 20.00g | 단백질: 0.00g
사과 드링크,1캔 (180ml)당 - 칼로리: 48kcal | 지방: 0.00g | 탄수화물: 12.00g | 단백질: 0.00g
카카오닙스차,1병 (500ml)당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g
후룻오 리치주스 위드 나타데코코,1인분 (320ml)당 - 칼로리: 56kcal | 지방: 0.00g | 탄수화물: 14.00g | 단백질: 0.00g
MP,1회 (400g)당 - 칼로리: 120kcal | 지방: 0.00g | 탄수화물: 30.00g | 단백질: 0.00g
칠성사이다 (500ml),1회 (500ml)당 - 칼로리: 220kcal | 지방: 0.00g | 탄수화물: 55.00g | 단백질: 0.00g
피치우롱티,1인분 (500ml)당 - 칼로리: 192kcal | 지방: 0.00g | 탄수화물: 48.00g | 단백질: 0.00g
환타 파인애플향,1회 (355ml)당 - 칼로리: 156kcal | 지방: 0.00g | 탄수화물: 39.00g | 단백질: 0.00g
티즐,1인분 (500ml)당 - 칼로리: 192kcal | 지방: 0.00g | 탄수화물: 48.00g | 단백질: 0.00g
밀키스 핑크소다,1회 (250ml)당 - 칼로리: 125kcal | 지방: 0.00g | 탄수화물: 31.00g | 단백질: 0.00g
몬스터 에너지 울트라 파라다이스,1인분 (355ml)당 - 칼로리: 14kcal | 지방: 0.00g | 탄수화물: 2.00g | 단백질: 1.40g
티즐 유자 그린티,1인분 (500ml)당 - 칼로리: 200kcal | 지방: 0.00g | 탄수화물: 50.00g | 단백질: 0.00g
조이 사과,1캔 (240ml)당 - 칼로리: 52kcal | 지방: 0.00g | 탄수화물: 13.00g | 단백질: 0.00g
유기농적포도&보라당근,1인분 (125ml)당 - 칼로리: 52kcal | 지방: 0.00g | 탄수화물: 13.00g | 단백질: 0.00g
칠성사이다 제로,1인분 (500ml)당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 8.00g | 단백질: 0.00g
코카콜라 오리지널,1병 (500ml)당 - 칼로리: 216kcal | 지방: 0.00g | 탄수화물: 54.00g | 단백질: 0.00g
망고,1컵 (75ml)당 - 칼로리: 110kcal | 지방: 0.00g | 탄수화물: 25.00g | 단백질: 0.00g
코코 포도,1인분 (240ml)당 - 칼로리: 65kcal | 지방: 0.00g | 탄수화물: 16.00g | 단백질: 0.00g
모히또에이드,1컵 (200ml)당 - 칼로리: 74kcal | 지방: 0.00g | 탄수화물: 19.00g | 단백질: 0.00g
따봉,1캔 (340ml)당 - 칼로리: 160kcal | 지방: 0.00g | 탄수화물: 40.00g | 단백질: 0.00g
망고 워터젤리,100ml당 - 칼로리: 50kcal | 지방: 0.00g | 탄수화물: 13.00g | 단백질: 0.00g
보성 말차라떼,1인분 (500g)당 - 칼로리: 255kcal | 지방: 3.40g | 탄수화물: 52.00g | 단백질: 4.00g
골드망고,1인분 (180ml)당 - 칼로리: 90kcal | 지방: 0.00g | 탄수화물: 23.00g | 단백질: 0.00g
데미소다 청포도,1인분 (250ml)당 - 칼로리: 85kcal | 지방: 0.00g | 탄수화물: 21.00g | 단백질: 0.00g
두번째 우려낸 녹차만 담았다,1인분 (340ml)당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g
포카리스웨트 분말,1컵 (11g)당 - 칼로리: 40kcal | 지방: 0.00g | 탄수화물: 10.00g | 단백질: 0.00g
검은콩두유,1회 (200ml)당 - 칼로리: 140kcal | 지방: 6.00g | 탄수화물: 14.00g | 단백질: 7.00g
레몬워터,1개 (500ml)당 - 칼로리: 104kcal | 지방: 0.00g | 탄수화물: 26.00g | 단백질: 0.00g
트리플스트롱 에스프레소라떼,1컵 (300ml)당 - 칼로리: 185kcal | 지방: 8.00g | 탄수화물: 22.00g | 단백질: 6.00g
홍초 풋사과,1컵 (38ml)당 - 칼로리: 45kcal | 지방: 0.00g | 탄수화물: 11.00g | 단백질: 0.50g
식물성유산균 레드&오메가,1회 (130ml)당 - 칼로리: 70kcal | 지방: 1.90g | 탄수화물: 16.00g | 단백질: 1.00g
아람드리 포도,1팩 (138ml)당 - 칼로리: 55kcal | 지방: 0.00g | 탄수화물: 14.00g | 단백질: 0.00g
콜롬비아 마일드,1인분 (320ml)당 - 칼로리: 10kcal | 지방: 0.00g | 탄수화물: 1.00g | 단백질: 0.00g
칠성사이다 로어슈거,1인분 (250ml)당 - 칼로리: 65kcal | 지방: 0.00g | 탄수화물: 16.00g | 단백질: 0.00g
이프로 부족할때 자두,1인분 (500ml)당 - 칼로리: 130kcal | 지방: 0.00g | 탄수화물: 33.00g | 단백질: 0.00g
환타 파인애플향,1인분 (500ml)당 - 칼로리: 220kcal | 지방: 0.00g | 탄수화물: 55.00g | 단백질: 0.00g
석류콜라겐 500,1인분 (140ml)당 - 칼로리: 70kcal | 지방: 0.00g | 탄수화물: 17.00g | 단백질: 0.50g
복숭아 아이스티,1인분 (230ml)당 - 칼로리: 95kcal | 지방: 0.00g | 탄수화물: 23.00g | 단백질: 0.00g
헛개파워,100ml당 - 칼로리: 70kcal | 지방: 0.00g | 탄수화물: 18.00g | 단백질: 0.00g
어떻게 치즈를 마시니?,1인분 (200ml)당 - 칼로리: 175kcal | 지방: 4.00g | 탄수화물: 28.00g | 단백질: 7.00g
오렌지에이드,1캔 (240ml)당 - 칼로리: 60kcal | 지방: 0.00g | 탄수화물: 15.00g | 단백질: 0.00g
슈퍼베리워터주스,1잔 (300g)당 - 칼로리: 76kcal | 지방: 0.00g | 탄수화물: 15.00g | 단백질: 0.00g
초정탄산라임,100ml당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g
갈아만든 배,100ml당 - 칼로리: 48kcal | 지방: 0.00g | 탄수화물: 12.00g | 단백질: 0.00g
단호박 식혜,1인분 (238ml)당 - 칼로리: 146kcal | 지방: 0.00g | 탄수화물: 36.00g | 단백질: 1.00g
백산수,100ml당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g
오렌지쥬스,1인분 (250ml)당 - 칼로리: 132kcal | 지방: 0.00g | 탄수화물: 23.00g | 단백질: 2.00g
아티제 얼그레이 티라떼,1인분 (500ml)당 - 칼로리: 176kcal | 지방: 2.70g | 탄수화물: 35.00g | 단백질: 3.00g
티즐 피치 우롱티,1인분 (500ml)당 - 칼로리: 192kcal | 지방: 0.00g | 탄수화물: 48.00g | 단백질: 0.00g
네버스탑,1인분 (240ml)당 - 칼로리: 66kcal | 지방: 0.00g | 탄수화물: 16.00g | 단백질: 0.00g
아데스 오리지널,1인분 (210ml)당 - 칼로리: 50kcal | 지방: 2.40g | 탄수화물: 6.00g | 단백질: 1.00g
복숭아 봉봉,1캔 (340ml)당 - 칼로리: 188kcal | 지방: 0.00g | 탄수화물: 46.00g | 단백질: 0.00g
식이섬유 오렌지&망고,1병 (300ml)당 - 칼로리: 140kcal | 지방: 0.00g | 탄수화물: 37.00g | 단백질: 0.50g
제주감귤,100ml당 - 칼로리: 30kcal | 지방: 0.00g | 탄수화물: 8.00g | 단백질: 0.00g
트레비 자몽,100ml당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g
그린애플 포도쥬얼리 크러쉬,1인분 (454ml)당 - 칼로리: 311kcal | 지방: 2.60g | 탄수화물: 48.30g | 단백질: 0.50g
칠성사이다,1캔 (355ml)당 - 칼로리: 155kcal | 지방: 0.00g | 탄수화물: 39.00g | 단백질: 0.00g
꿀먹은초록매실,1인분 (180ml)당 - 칼로리: 120kcal | 지방: 0.00g | 탄수화물: 30.00g | 단백질: 0.00g
바이오티 그레이프그린,1인분 (350ml)당 - 칼로리: 30kcal | 지방: 0.50g | 탄수화물: 3.00g | 단백질: 0.00g
아란시아타,1인분 (330ml)당 - 칼로리: 117kcal | 지방: 1.00g | 탄수화물: 26.00g | 단백질: 1.00g
스위트아메리카노,1인분 (390ml)당 - 칼로리: 65kcal | 지방: 0.00g | 탄수화물: 15.00g | 단백질: 1.00g
바이오티 피치핑크,100ml당 - 칼로리: 10kcal | 지방: 0.50g | 탄수화물: 3.00g | 단백질: 0.00g
진저에 레몬 한방울,1인분 (240ml)당 - 칼로리: 30kcal | 지방: 0.00g | 탄수화물: 7.00g | 단백질: 0.00g
킨사이다,1인분 (250ml)당 - 칼로리: 108kcal | 지방: 0.00g | 탄수화물: 27.00g | 단백질: 0.00g
과일사이다,1인분 (380ml)당 - 칼로리: 184kcal | 지방: 0.00g | 탄수화물: 46.00g | 단백질: 0.00g
알룰로스 홍초 포도,1회 (25ml)당 - 칼로리: 15kcal | 지방: 0.00g | 탄수화물: 7.00g | 단백질: 0.00g
부르르 제로콜라,1인분 (250ml)당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 1.00g | 단백질: 0.00g
나랑드 사이다 제로,1인분 (245ml)당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g
파워오투 아이스베리향,1인분 (500ml)당 - 칼로리: 88kcal | 지방: 0.00g | 탄수화물: 21.00g | 단백질: 0.00g
스파클링 패션후르츠,1인분 (355ml)당 - 칼로리: 145kcal | 지방: 0.00g | 탄수화물: 36.00g | 단백질: 0.00g
아임그린 셀러리,1인분 (150ml)당 - 칼로리: 70kcal | 지방: 0.00g | 탄수화물: 17.00g | 단백질: 1.00g
네버스탑,1인분 (240ml)당 - 칼로리: 66kcal | 지방: 0.00g | 탄수화물: 16.00g | 단백질: 0.00g
코카콜라 (190ml),1인분 (190ml)당 - 칼로리: 80kcal | 지방: 0.00g | 탄수화물: 20.00g | 단백질: 0.00g
학교로 간 포도,100ml당 - 칼로리: 70kcal | 지방: 0.00g | 탄수화물: 18.00g | 단백질: 0.00g
코카콜라 (215ml),1인분 (215ml)당 - 칼로리: 92kcal | 지방: 0.00g | 탄수화물: 23.00g | 단백질: 0.00g
내사랑알로에,1인분 (180ml)당 - 칼로리: 85kcal | 지방: 0.00g | 탄수화물: 21.00g | 단백질: 0.00g
그레이프그린,1인분 (350ml)당 - 칼로리: 30kcal | 지방: 0.50g | 탄수화물: 3.00g | 단백질: 0.00g
바이오티 피치핑크,1인분 (350ml)당 - 칼로리: 30kcal | 지방: 0.50g | 탄수화물: 3.00g | 단백질: 0.00g
블론드 바닐라 더블 샷 마키아또,1인분 (355ml)당 - 칼로리: 315kcal | 지방: 12.00g | 탄수화물: 31.00g | 단백질: 8.00g
