Q,A,label
우럭매운탕의 칼로리는 몇이야?,(1인분)당 - 칼로리: 150kcal | 지방: 5.10g | 탄수화물: 4.12g | 단백질: 21.53g,1
우럭의 칼로리는 몇이야?,(100g)  당 - 칼로리: 94kcal | 지방: 1.57g | 탄수화물: 0.0g | 단백질: 18.75g,1
우럭회의 칼로리는 몇이야?,(1인분)당 - 칼로리: 72kcal | 지방: 1.57g | 탄수화물: 0g | 단백질: 13.59g,1
우렁의 칼로리는 몇이야?,(100g)  당 - 칼로리: 73kcal | 지방: 0.71g | 탄수화물: 2.78g | 단백질: 12.85g,1
우리두유 부드러운 바나나의 칼로리는 몇이야?,1팩 (190g)당 - 칼로리: 135kcal | 지방: 4.40g | 탄수화물: 17.00g | 단백질: 7.00g,1
우리밀로 만든 와플의 칼로리는 몇이야?,1봉지 (21g)당 - 칼로리: 105kcal | 지방: 4.70g | 탄수화물: 14.00g | 단백질: 2.00g,1
월남쌈의 칼로리는 몇이야?,(1개)당 - 칼로리: 82kcal | 지방: 1.16g | 탄수화물: 12.49g | 단백질: 5.28g,1
웰치 그레이프맛의 칼로리는 몇이야?,(1캔)(355ml)당 - 칼로리: 192kcal | 지방: 0.00g | 탄수화물: 48.00g | 단백질: 0.00g,1
웰치스 스트로베리의 칼로리는 몇이야?,(1인분)  (355ml)당 - 칼로리: 192kcal | 지방: 0.00g | 탄수화물: 48.00g | 단백질: 0.00g,1
웰치스의 칼로리는 몇이야?,(1캔)(355g)당 - 칼로리: 184kcal | 지방: 0.00g | 탄수화물: 46.00g | 단백질: 0.00g,1
유기농 콤부차의 칼로리는 몇이야?,(1인분)  (315ml)당 - 칼로리: 69kcal | 지방: 0.00g | 탄수화물: 6.00g | 단백질: 0.00g,1
유럽 타입 포도의 칼로리는 몇이야?,1 알 씨없음당 - 칼로리: 3kcal | 지방: 0.01g | 탄수화물: 0.90g | 단백질: 0.04g,1
유산슬의 칼로리는 몇이야?,(1인분)당 - 칼로리: 201kcal | 지방: 11.97g | 탄수화물: 7.34g | 단백질: 15.16g,1
육회의 칼로리는 몇이야?,1 접시당 - 칼로리: 101kcal | 지방: 4.38g | 탄수화물: 2.13g | 단백질: 12.56g,1
이온더핏의 칼로리는 몇이야?,1병 (500ml)당 - 칼로리: 40kcal | 지방: 0.00g | 탄수화물: 10.00g | 단백질: 0.00g,1
이프로 아쿠아의 칼로리는 몇이야?,1회 (250ml)당 - 칼로리: 65kcal | 지방: 0.00g | 탄수화물: 16.00g | 단백질: 0.00g,1
일반 또는 석쇠구이 생선의 칼로리는 몇이야?,1 쪽  필당 - 칼로리: 142kcal | 지방: 3.89g | 탄수화물: 0.37g | 단백질: 24.79g,1
일반 와플의 칼로리는 몇이야?,1 조각 원형 (지름 10 cm)(냉동 포함)당 - 칼로리: 121kcal | 지방: 3.72g | 탄수화물: 19.05g | 단백질: 2.85g,1
임연수의 칼로리는 몇이야?,(100g)  당 - 칼로리: 162kcal | 지방: 8.80g | 탄수화물: 0g | 단백질: 19.07g,1
자두의 칼로리는 몇이야?,(1개)당 - 칼로리: 24kcal | 지방: 0.15g | 탄수화물: 5.97g | 단백질: 0.37g,1
자몽 드링크의 칼로리는 몇이야?,(1캔)(180ml)당 - 칼로리: 80kcal | 지방: 0.00g | 탄수화물: 20.00g | 단백질: 0.00g,1
자몽메들리컵의 칼로리는 몇이야?,(1컵) (198g)당 - 칼로리: 140kcal | 지방: 0.00g | 탄수화물: 34.00g | 단백질: 1.00g,1
자몽소다의 칼로리는 몇이야?,1회 (350ml)당 - 칼로리: 180kcal | 지방: 0.00g | 탄수화물: 45.00g | 단백질: 0.00g,1
자몽에 꿀 한스푼의 칼로리는 몇이야?,(1캔)(240ml)당 - 칼로리: 30kcal | 지방: 0.90g | 탄수화물: 15.00g | 단백질: 0.00g,1
자몽에이드의 칼로리는 몇이야?,1회 (350ml)당 - 칼로리: 158kcal | 지방: 0.00g | 탄수화물: 39.00g | 단백질: 1.00g,1
자몽의 칼로리는 몇이야?,1/2 통 중간크기당 - 칼로리: 41kcal | 지방: 0.13g | 탄수화물: 10.34g | 단백질: 0.81g,1
자몽차의 칼로리는 몇이야?,1스푼 (30g)당 - 칼로리: 70kcal | 지방: 0.00g | 탄수화물: 17.00g | 단백질: 0.00g,1
자몽컵의 칼로리는 몇이야?,1회 (227g)당 - 칼로리: 123kcal | 지방: 1.00g | 탄수화물: 29.50g | 단백질: 1.20g,1
자반의 칼로리는 몇이야?,(100g)  당 - 칼로리: 305kcal | 지방: 25.1g | 탄수화물: 0.0g | 단백질: 18.5g,1
자연은 140일 청포도의 칼로리는 몇이야?,(1컵) (200ml)당 - 칼로리: 110kcal | 지방: 0.00g | 탄수화물: 28.00g | 단백질: 0.00g,1
자연은 90일 토마토의 칼로리는 몇이야?,1페트 (340ml)당 - 칼로리: 150kcal | 지방: 1.10g | 탄수화물: 35.00g | 단백질: 1.00g,1
자연은 내사랑 토마토의 칼로리는 몇이야?,(1캔)(180ml)당 - 칼로리: 65kcal | 지방: 0.70g | 탄수화물: 16.00g | 단백질: 0.00g,1
자연은 포도100의 칼로리는 몇이야?,(1인분)  (180ml)당 - 칼로리: 90kcal | 지방: 0.00g | 탄수화물: 23.00g | 단백질: 0.00g,1
잔치국수의 칼로리는 몇이야?,(1인분)당 - 칼로리: 447kcal | 지방: 3.94g | 탄수화물: 83.16g | 단백질: 20.78g,1
잔치집 식혜 (340ml)의 칼로리는 몇이야?,(1인분)  (340ml)당 - 칼로리: 180kcal | 지방: 0.00g | 탄수화물: 44.00g | 단백질: 1.00g,1
잡곡밥의 칼로리는 몇이야?,1 공기당 - 칼로리: 340kcal | 지방: 1.98g | 탄수화물: 73.47g | 단백질: 8.82g,1
잡탕밥의 칼로리는 몇이야?,(1인분)당 - 칼로리: 518kcal | 지방: 18.65g | 탄수화물: 61.45g | 단백질: 28.39g,1
장어구이의 칼로리는 몇이야?,1 조각당 - 칼로리: 45kcal | 지방: 2.62g | 탄수화물: 1.19g | 단백질: 3.92g,1
장어의 칼로리는 몇이야?,(100g)  당 - 칼로리: 107kcal | 지방: 2.93g | 탄수화물: 0g | 단백질: 19.24g,1
잭프루트의 칼로리는 몇이야?,(100g)  당 - 칼로리: 94kcal | 지방: 0.3g | 탄수화물: 24.01g | 단백질: 1.47g,1
적포도의 칼로리는 몇이야?,(100g)  당 - 칼로리: 70kcal | 지방: 0.16g | 탄수화물: 18.30g | 단백질: 0.69g,1
전복의 칼로리는 몇이야?,(100g)  당 - 칼로리: 79kcal | 지방: 0.57g | 탄수화물: 4.52g | 단백질: 12.86g,1
전어구이의 칼로리는 몇이야?,(100g)  당 - 칼로리: 169kcal | 지방: 9.98g | 탄수화물: 2.45g | 단백질: 16.24g,1
전어회의 칼로리는 몇이야?,(100g)  당 - 칼로리: 157kcal | 지방: 8.48g | 탄수화물: 0g | 단백질: 19.06g,1
정성껏 빚은 식혜의 칼로리는 몇이야?,(1인분)  (238ml)당 - 칼로리: 85kcal | 지방: 0.00g | 탄수화물: 21.00g | 단백질: 1.00g,1
제로 와플 코코넛의 칼로리는 몇이야?,1조각 (48g)당 - 칼로리: 121kcal | 지방: 9.00g | 탄수화물: 9.00g | 단백질: 2.00g,1
제로 와플의 칼로리는 몇이야?,(1인분)  (48g)당 - 칼로리: 121kcal | 지방: 9.00g | 탄수화물: 15.00g | 단백질: 3.10g,1
제로사이다의 칼로리는 몇이야?,100ml당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 1.00g | 단백질: 0.00g,1
제로수의 칼로리는 몇이야?,100ml당 - 칼로리: 85kcal | 지방: 0.00g | 탄수화물: 20.00g | 단백질: 0.00g,1
제주 청귤차의 칼로리는 몇이야?,(1컵) (100g)당 - 칼로리: 230kcal | 지방: 0.30g | 탄수화물: 57.00g | 단백질: 0.00g,1
제주감귤의 칼로리는 몇이야?,(1컵) (200ml)당 - 칼로리: 96kcal | 지방: 0.00g | 탄수화물: 24.00g | 단백질: 0.00g,1
제주사랑감귤사랑의 칼로리는 몇이야?,1병 (180ml)당 - 칼로리: 60kcal | 지방: 0.00g | 탄수화물: 15.00g | 단백질: 0.00g,1
조개구이의 칼로리는 몇이야?,(100g)  당 - 칼로리: 138kcal | 지방: 6.86g | 탄수화물: 3.15g | 단백질: 14.95g,1
조개의 칼로리는 몇이야?,(1개) 작은것당 - 칼로리: 7kcal | 지방: 0.09g | 탄수화물: 0.23g | 단백질: 1.15g,1
조기구이의 칼로리는 몇이야?,(1마리)당 - 칼로리: 83kcal | 지방: 2.53g | 탄수화물: 0.00g | 단백질: 14.18g,1
조이 사과의 칼로리는 몇이야?,(1캔)(240ml)당 - 칼로리: 52kcal | 지방: 0.00g | 탄수화물: 13.00g | 단백질: 0.00g,1
조이 오렌지 (240ml)의 칼로리는 몇이야?,(1캔)(240ml)당 - 칼로리: 56kcal | 지방: 0.00g | 탄수화물: 14.00g | 단백질: 0.00g,1
주꾸미볶음의 칼로리는 몇이야?,(1인분)당 - 칼로리: 565kcal | 지방: 21.36g | 탄수화물: 31.57g | 단백질: 61.60g,1
주꾸미의 칼로리는 몇이야?,(100g)  당 - 칼로리: 47kcal | 지방: 0.59g | 탄수화물: 1.26g | 단백질: 8.52g,1
주먹밥의 칼로리는 몇이야?,(1개)당 - 칼로리: 207kcal | 지방: 3.40g | 탄수화물: 37.94g | 단백질: 5.33g,1
쥐포의 칼로리는 몇이야?,(100g)  당 - 칼로리: 79kcal | 지방: 0.7g | 탄수화물: 0.82g | 단백질: 16.24g,1
쥐포튀김의 칼로리는 몇이야?,(100g)  당 - 칼로리: 152kcal | 지방: 6.49g | 탄수화물: 8.77g | 단백질: 13.86g,1
지코 오리지널의 칼로리는 몇이야?,1팩 (330ml)당 - 칼로리: 65kcal | 지방: 0.00g | 탄수화물: 16.00g | 단백질: 0.00g,1
직화홀릭바이트피자의 칼로리는 몇이야?,2조각 (161g)당 - 칼로리: 435kcal | 지방: 15.00g | 탄수화물: 52.00g | 단백질: 23.00g,1
진저 에일의 칼로리는 몇이야?,1 캔 또는 병 (350 ml)당 - 칼로리: 124kcal | 지방: 0.00g | 탄수화물: 32.10g | 단백질: 0.00g,1
진저에 레몬 한방울의 칼로리는 몇이야?,(1인분)  (240ml)당 - 칼로리: 30kcal | 지방: 0.00g | 탄수화물: 7.00g | 단백질: 0.00g,1
진판델 와인의 칼로리는 몇이야?,1 150ml 잔당 - 칼로리: 131kcal | 지방: 0.00g | 탄수화물: 4.20g | 단백질: 0.10g,1
진한장어탕의 칼로리는 몇이야?,(1인분)  (500g)당 - 칼로리: 200kcal | 지방: 8.00g | 탄수화물: 16.00g | 단백질: 17.00g,1
짜장밥의 칼로리는 몇이야?,(1인분)당 - 칼로리: 495kcal | 지방: 10.08g | 탄수화물: 85.86g | 단백질: 10.99g,1
쭈꾸미볶음의 칼로리는 몇이야?,(1인분)당 - 칼로리: 578kcal | 지방: 22.57g | 탄수화물: 29.61g | 단백질: 63.62g,1
찜닭의 칼로리는 몇이야?,(1인분)  (465g)당 - 칼로리: 871kcal | 지방: 19.00g | 탄수화물: 127.00g | 단백질: 48.00g,1
차요테의 칼로리는 몇이야?,(1컵)당 - 칼로리: 38kcal | 지방: 0.77g | 탄수화물: 8.14g | 단백질: 0.99g,1
찰밥의 칼로리는 몇이야?,1 공기당 - 칼로리: 321kcal | 지방: 1.47g | 탄수화물: 68.78g | 단백질: 6.49g,1
참다랑어의 칼로리는 몇이야?,(100g)  당 - 칼로리: 144kcal | 지방: 4.9g | 탄수화물: 0.0g | 단백질: 23.33g,1
참돔의 칼로리는 몇이야?,(100g)  당 - 칼로리: 105kcal | 지방: 2.73g | 탄수화물: 0g | 단백질: 18.90g,1
참치 구이의 칼로리는 몇이야?,(100g)  당 - 칼로리: 153kcal | 지방: 3.96g | 탄수화물: 0.41g | 단백질: 27.30g,1
참치 쏙 크라비아의 칼로리는 몇이야?,(1인분)  (135g)당 - 칼로리: 165kcal | 지방: 4.70g | 탄수화물: 19.00g | 단백질: 12.00g,1
참치 통조림의 칼로리는 몇이야?,(100g)  당 - 칼로리: 198kcal | 지방: 8.21g | 탄수화물: 0.0g | 단백질: 29.13g,1
참치쏙 크라비아의 칼로리는 몇이야?,(1인분)  (135g)당 - 칼로리: 165kcal | 지방: 4.70g | 탄수화물: 19.00g | 단백질: 12.00g,1
참치의 칼로리는 몇이야?,(100g)  당 - 칼로리: 108kcal | 지방: 0.95g | 탄수화물: 0.0g | 단백질: 23.38g,1
참치주먹밥의 칼로리는 몇이야?,(1개)당 - 칼로리: 198kcal | 지방: 2.93g | 탄수화물: 36.59g | 단백질: 5.56g,1
참치회덮밥의 칼로리는 몇이야?,(1인분)당 - 칼로리: 436kcal | 지방: 6.24g | 탄수화물: 53.30g | 단백질: 42.05g,1
찹쌀떡의 칼로리는 몇이야?,(1개)당 - 칼로리: 118kcal | 지방: 0.71g | 탄수화물: 25.27g | 단백질: 2.51g,1
천도복숭아의 칼로리는 몇이야?,(100g)  당 - 칼로리: 42kcal | 지방: 0.28g | 탄수화물: 10.04g | 단백질: 0.98g,1
천도의 칼로리는 몇이야?,(1개)당 - 칼로리: 60kcal | 지방: 0.44g | 탄수화물: 14.35g | 단백질: 1.44g,1
천연사이다의 칼로리는 몇이야?,(1캔)(190ml)당 - 칼로리: 70kcal | 지방: 0.00g | 탄수화물: 17.00g | 단백질: 0.00g,1
천혜향의 칼로리는 몇이야?,(1개)당 - 칼로리: 60kcal | 지방: 0.35g | 탄수화물: 15.09g | 단백질: 0.92g,1
청사과의 칼로리는 몇이야?,(1개) 중간크기당 - 칼로리: 72kcal | 지방: 0.23g | 탄수화물: 19.06g | 단백질: 0.36g,1
청양 파퍼의 칼로리는 몇이야?,(1인분) 당 - 칼로리: 178kcal | 지방: 15.50g | 탄수화물: 3.50g | 단백질: 6.50g,1
청어의 칼로리는 몇이야?,(100g)  당 - 칼로리: 195kcal | 지방: 13.88g | 탄수화물: 0.0g | 단백질: 16.39g,1
청포도샌드위치의 칼로리는 몇이야?,1개 (151g)당 - 칼로리: 285kcal | 지방: 15.00g | 탄수화물: 32.00g | 단백질: 6.00g,1
청포도의 칼로리는 몇이야?,1 알당 - 칼로리: 3kcal | 지방: 0.01g | 탄수화물: 0.90g | 단백질: 0.04g,1
청포묵의 칼로리는 몇이야?,(100g)  당 - 칼로리: 37kcal | 지방: 0.01g | 탄수화물: 8.94g | 단백질: 0.08g,1
체리에이드의 칼로리는 몇이야?,1병 (350ml)당 - 칼로리: 172kcal | 지방: 0.00g | 탄수화물: 43.00g | 단백질: 0.00g,1
체리의 칼로리는 몇이야?,(1개)당 - 칼로리: 5kcal | 지방: 0.02g | 탄수화물: 1.22g | 단백질: 0.08g,1
초밥의 칼로리는 몇이야?,(1개)당 - 칼로리: 37kcal | 지방: 0.11g | 탄수화물: 7.77g | 단백질: 1.12g,1
초정탄산라임의 칼로리는 몇이야?,100ml당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
초정탄산수의 칼로리는 몇이야?,100ml당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
초코&와플의 칼로리는 몇이야?,1봉 (21g)당 - 칼로리: 106kcal | 지방: 6.00g | 탄수화물: 12.00g | 단백질: 1.00g,1
총각김치의 칼로리는 몇이야?,(1인분)당 - 칼로리: 11kcal | 지방: 0.10g | 탄수화물: 2.35g | 단백질: 0.47g,1
쵸콜릿 씌운 과일의 칼로리는 몇이야?,1 알당 - 칼로리: 34kcal | 지방: 2.97g | 탄수화물: 2.08g | 단백질: 0.15g,1
추어탕의 칼로리는 몇이야?,(1인분)당 - 칼로리: 194kcal | 지방: 8.01g | 탄수화물: 3.54g | 단백질: 26.52g,1
충무김밥의 칼로리는 몇이야?,(1인분)당 - 칼로리: 526kcal | 지방: 0.97g | 탄수화물: 115.76g | 단백질: 9.77g,1
치즈김밥의 칼로리는 몇이야?,1 줄당 - 칼로리: 545kcal | 지방: 11.46g | 탄수화물: 91.76g | 단백질: 15.82g,1
치즈쏙크라비아의 칼로리는 몇이야?,(1인분)  (135g)당 - 칼로리: 140kcal | 지방: 1.80g | 탄수화물: 21.00g | 단백질: 10.00g,1
치즈오븐스파게티의 칼로리는 몇이야?,1그릇 (400g)당 - 칼로리: 550kcal | 지방: 8.00g | 탄수화물: 96.00g | 단백질: 24.00g,1
치즈크러스트의 칼로리는 몇이야?,1회 (80g)당 - 칼로리: 216kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
치즈피자의 칼로리는 몇이야?,2조각 (146g)당 - 칼로리: 445kcal | 지방: 14.00g | 탄수화물: 68.00g | 단백질: 28.00g,1
치킨텐더의 칼로리는 몇이야?,1회 (172g)당 - 칼로리: 367kcal | 지방: 4.00g | 탄수화물: 1.70g | 단백질: 32.00g,1
칠성사이다 (300ml)의 칼로리는 몇이야?,1펫 (300ml)당 - 칼로리: 130kcal | 지방: 0.00g | 탄수화물: 32.00g | 단백질: 0.00g,1
칠성사이다 복숭아의 칼로리는 몇이야?,(1인분)  (500ml)당 - 칼로리: 215kcal | 지방: 0.00g | 탄수화물: 54.00g | 단백질: 0.00g,1
칠성사이다 제로의 칼로리는 몇이야?,(1인분)  (500ml)당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 8.00g | 단백질: 0.00g,1
칠성사이다의 칼로리는 몇이야?,100ml당 - 칼로리: 45kcal | 지방: 0.00g | 탄수화물: 11.00g | 단백질: 0.00g,1
카라멜 와플의 칼로리는 몇이야?,1회 (33g)당 - 칼로리: 150kcal | 지방: 6.00g | 탄수화물: 23.00g | 단백질: 1.00g,1
카베르네 소비뇽 와인의 칼로리는 몇이야?,1 150ml 잔당 - 칼로리: 123kcal | 지방: 0.00g | 탄수화물: 3.82g | 단백질: 0.10g,1
카카오닙스차의 칼로리는 몇이야?,1병 (500ml)당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
카프리썬 딸기키위맛의 칼로리는 몇이야?,1봉지 (200ml)당 - 칼로리: 96kcal | 지방: 0.00g | 탄수화물: 24.00g | 단백질: 0.00g,1
카프리썬 사파리의 칼로리는 몇이야?,1봉지 (200ml)당 - 칼로리: 60kcal | 지방: 0.00g | 탄수화물: 15.00g | 단백질: 0.00g,1
카프리썬 알라스카 아이스티의 칼로리는 몇이야?,1봉지 (200ml)당 - 칼로리: 60kcal | 지방: 0.00g | 탄수화물: 15.00g | 단백질: 0.00g,1
카프리썬 오렌지망고의 칼로리는 몇이야?,1봉지 (200ml)당 - 칼로리: 60kcal | 지방: 0.00g | 탄수화물: 15.00g | 단백질: 0.00g,1
카프리썬 오렌지의 칼로리는 몇이야?,100ml당 - 칼로리: 30kcal | 지방: 0.00g | 탄수화물: 7.50g | 단백질: 0.00g,1
카프리썬 오렌지트로피칼의 칼로리는 몇이야?,1봉지 (330ml)당 - 칼로리: 127kcal | 지방: 0.00g | 탄수화물: 30.70g | 단백질: 0.00g,1
칵테일새우의 칼로리는 몇이야?,1 새우와 소스당 - 칼로리: 20kcal | 지방: 0.18g | 탄수화물: 1.67g | 단백질: 2.51g,1
캐나다 드라이 진저에일의 칼로리는 몇이야?,(1캔)(250ml)당 - 칼로리: 80kcal | 지방: 0.00g | 탄수화물: 20.00g | 단백질: 0.00g,1
캐모마일 프레쉬의 칼로리는 몇이야?,(1인분)  (500ml)당 - 칼로리: 120kcal | 지방: 0.40g | 탄수화물: 29.00g | 단백질: 1.00g,1
커피 코카콜라 의 칼로리는 몇이야?,(1캔)(250ml)당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
코다리강정의 칼로리는 몇이야?,(1인분)당 - 칼로리: 500kcal | 지방: 25.18g | 탄수화물: 26.32g | 단백질: 41.01g,1
코다리의 칼로리는 몇이야?,(100g)  당 - 칼로리: 108kcal | 지방: 1.15g | 탄수화물: 0g | 단백질: 22.76g,1
코다리조림의 칼로리는 몇이야?,(1인분)당 - 칼로리: 219kcal | 지방: 5.14g | 탄수화물: 11.47g | 단백질: 29.08g,1
코다리찜의 칼로리는 몇이야?,(100g)  당 - 칼로리: 138kcal | 지방: 2.99g | 탄수화물: 5.74g | 단백질: 22.32g,1
코카콜라 오리지널의 칼로리는 몇이야?,1병 (500ml)당 - 칼로리: 216kcal | 지방: 0.00g | 탄수화물: 54.00g | 단백질: 0.00g,1
코코넛우유의 칼로리는 몇이야?,(1컵) (200ml)당 - 칼로리: 140kcal | 지방: 4.40g | 탄수화물: 21.00g | 단백질: 4.00g,1
코코넛의 칼로리는 몇이야?,(100g)  당 - 칼로리: 354kcal | 지방: 33.49g | 탄수화물: 15.23g | 단백질: 3.33g,1
코코리치 망고의 칼로리는 몇이야?,(1인분)  (340ml)당 - 칼로리: 110kcal | 지방: 0.00g | 탄수화물: 27.00g | 단백질: 0.00g,1
코코파인젤리의 칼로리는 몇이야?,1개 (250g)당 - 칼로리: 175kcal | 지방: 0.50g | 탄수화물: 42.00g | 단백질: 0.00g,1
코코팜의 칼로리는 몇이야?,(1인분)  (240ml)당 - 칼로리: 75kcal | 지방: 0.00g | 탄수화물: 19.00g | 단백질: 0.00g,1
코코포도의 칼로리는 몇이야?,(1캔)(240ml)당 - 칼로리: 65kcal | 지방: 0.00g | 탄수화물: 16.00g | 단백질: 0.00g,1
콘샐러드의 칼로리는 몇이야?,(1인분)당 - 칼로리: 160kcal | 지방: 8.35g | 탄수화물: 21.81g | 단백질: 2.55g,1
콜드 포도주스의 칼로리는 몇이야?,100ml당 - 칼로리: 60kcal | 지방: 0.00g | 탄수화물: 15.00g | 단백질: 0.00g,1
콜라 (200ml)의 칼로리는 몇이야?,(1컵) (200ml)당 - 칼로리: 92kcal | 지방: 0.00g | 탄수화물: 23.00g | 단백질: 0.00g,1
콜라 (355ml)의 칼로리는 몇이야?,1잔 (355ml)당 - 칼로리: 152kcal | 지방: 0.00g | 탄수화물: 38.00g | 단백질: 0.00g,1
콜라 소다의 칼로리는 몇이야?,1 캔 355 ml당 - 칼로리: 136kcal | 지방: 0.07g | 탄수화물: 35.18g | 단백질: 0.26g,1
콜라 제로의 칼로리는 몇이야?,(1캔)(250ml)당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
콜롬비아 마일드의 칼로리는 몇이야?,(1인분)  (320ml)당 - 칼로리: 10kcal | 지방: 0.00g | 탄수화물: 1.00g | 단백질: 0.00g,1
콤부차의 칼로리는 몇이야?,(1인분)  (315ml)당 - 칼로리: 69kcal | 지방: 0.00g | 탄수화물: 6.00g | 단백질: 0.00g,1
콤비네이션피자의 칼로리는 몇이야?,2조각 (176g)당 - 칼로리: 485kcal | 지방: 10.00g | 탄수화물: 74.00g | 단백질: 28.00g,1
콩자반의 칼로리는 몇이야?,(1인분)당 - 칼로리: 95kcal | 지방: 0.41g | 탄수화물: 18.17g | 단백질: 5.34g,1
쿨피스 복숭아의 칼로리는 몇이야?,(1인분)  (450ml)당 - 칼로리: 170kcal | 지방: 0.00g | 탄수화물: 41.00g | 단백질: 1.00g,1
크라비아의 칼로리는 몇이야?,1팩 (4개) (80g)당 - 칼로리: 80kcal | 지방: 1.10g | 탄수화물: 8.00g | 단백질: 9.00g,1
크래미의 칼로리는 몇이야?,(1인분)  (90g)당 - 칼로리: 80kcal | 지방: 0.00g | 탄수화물: 10.00g | 단백질: 9.00g,1
크랜베리의 칼로리는 몇이야?,(100g)  당 - 칼로리: 46kcal | 지방: 0.13g | 탄수화물: 12.2g | 단백질: 0.39g,1
크리스피 와플의 칼로리는 몇이야?,2봉지 (36g)당 - 칼로리: 175kcal | 지방: 7.00g | 탄수화물: 25.00g | 단백질: 3.00g,1
클라우드 클리어 제로의 칼로리는 몇이야?,(1캔)(350ml)당 - 칼로리: 30kcal | 지방: 0.00g | 탄수화물: 7.00g | 단백질: 0.00g,1
키안티 와인의 칼로리는 몇이야?,1 150ml 잔당 - 칼로리: 124kcal | 지방: 0.00g | 탄수화물: 4.01g | 단백질: 0.10g,1
